FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
577,8413,Mattahunt Schoolyard,City of Boston, ,3,Mattapan,3.31,"100 Hebron St, Mattapan, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPS,N,X, ,BPS,0,0,143364.2666,2528.807345, ,INFO_Reallocation From Dept,8413,2528.807345,578,8413,1,37726,64241,143341,36879,101120,26.31905735,44.81690514,70.54506387,25.72815873,578,8413,143341,37726,64241,7184,0,1874,2621,29695,109151,34190,26.31905735,44.81690514,5.011824949,0,1.307371931,1.828506847,20.71633378,76.14778744,23.85221256,143364.2673,2528.807345
578,8414,Mattahunt School Entrance Plaza,City of Boston, ,1,Mattapan,0.37,"100 Hebron St, Mattapan, MA",Residential District,"Malls, Squares & Plazas",NULL,BPS,N,X, ,BPS,0,0,16007.70605,722.7825291, ,INFO_Reallocation From Dept,8414,722.782529,579,8414,0,4549,1947,15998,6953,8900,28.43480435,12.17027128,55.63195399,43.46168271,579,8414,15998,4549,1947,0,0,1272,1277,6953,6496,9502,28.43480435,12.17027128,0,0,7.950993874,7.982247781,43.46168271,40.60507563,59.39492437,16007.70703,722.782529
579,8415,Currier Woods I,City of Boston, ,6,Mattapan,1.43,"245 Walnut Ave, Roxbury, MA",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,62465.7085,1378.737555, ,INFO_Reallocation From Dept,8415,1378.737555,580,8415,0,57588,4278,62470,0,4278,92.18504882,6.848087082,6.848087082,0,580,8415,62470,57588,4278,0,0,0,604,0,61866,604,92.18504882,6.848087082,0,0,0,0.966864095,0,99.03313591,0.966864095,62465.70874,1378.737555
580,8416,Currier Woods II,Private, ,6,Mattapan,0.56,"263 Walnut Ave, Roxbury, MA",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,24301.60083,639.8434488, ,INFO_Reallocation From Dept,8416,639.8434487,581,8416,0,23265,1016,24281,0,1016,95.81565833,4.184341666,4.184341666,0,581,8416,24281,23265,1016,0,0,0,0,0,24281,0,95.81565833,4.184341666,0,0,0,0,0,100,0,24301.60059,639.8434487
581,8417,Savannah Woods II,Private, ,6,Mattapan,0.73,"72-86 Savannah Ave, Mattapan, MA",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,31852.92236,1790.85465, ,INFO_Reallocation From Dept,8417,1790.85465,582,8417,0,31840,14,31854,0,14,99.95604948,0.043950524,0.043950524,0,582,8417,31854,31840,14,0,0,0,0,0,31854,0,99.95604948,0.043950524,0,0,0,0,0,100,0,31852.92163,1790.85465
582,8418,Melvinside Play Area,Private, ,3,Dorchester,0.4,"155 Melville Ave, Dorchester, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,17476.13477,814.9543263, ,INFO_Reallocation From Dept,8418,814.9543264,583,8418,0,4372,2889,17480,9184,12073,25.01144165,16.52745995,69.06750572,52.54004577,583,8418,17480,4372,2889,0,0,209,826,9184,7261,10219,25.01144165,16.52745995,0,0,1.195652174,4.725400458,52.54004577,41.5389016,58.4610984,17476.13477,814.9543264
583,8419,Huntington-Vancouver Triangle,Private, ,1,Fenway/Kenmore,0.14,"Huntington Ave and Vancouver St, Boston, MA",Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,6023.150635,349.6160805, ,INFO_Reallocation From Dept,8419,349.6160804,584,8419,0,4384,1625,6022,13,1638,72.79973431,26.98439057,27.20026569,0.215875125,584,8419,6022,4384,1625,0,0,0,0,13,6009,13,72.79973431,26.98439057,0,0,0,0,0.215875125,99.78412488,0.215875125,6023.150391,349.6160805
584,8420,Huntington-Hemenway Mall,City of Boston, ,1,Fenway/Kenmore,0.33,"360 Huntington Ave, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,14335.74585,619.1420823, ,INFO_Reallocation From Dept,8420,619.1420822,585,8420,0,6626,3242,14342,3762,7004,46.19997211,22.60493655,48.83558778,26.23065123,585,8420,14342,6626,3242,0,0,626,86,3762,9868,4474,46.19997211,22.60493655,0,0,4.364802677,0.599637429,26.23065123,68.80490866,31.19509134,14335.74634,619.1420822
585,8421,Canterbury Brookside II,Private,WPA,6,Roslindale,0.49,"200 Canterbury St, Roslindale, MA",Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,21489.91968,855.6797534, ,INFO_Reallocation From Dept,8421,855.6797534,586,8421,0,20962,378,21491,39,417,97.53850449,1.758875808,1.940347122,0.181471314,586,8421,21491,20962,378,0,0,0,112,39,21340,151,97.53850449,1.758875808,0,0,0,0.521148388,0.181471314,99.2973803,0.702619701,21489.91968,855.6797534
586,8422,Franklin Field BHA Green,City of Boston, ,3,Mattapan,0.7,"120 Blue Hill Ave, Roxbury, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,30634.52051,863.978413, ,PARK_Maintenance_Ground Maintenance,8422,863.9784129,587,8422,0,3919,24265,30636,2452,26717,12.79213997,79.2042042,87.20786003,8.00365583,587,8422,30636,3919,24265,0,0,0,0,2452,28184,2452,12.79213997,79.2042042,0,0,0,0,8.00365583,91.99634417,8.00365583,30634.52075,863.9784129
587,8423,Franklin Field BHA Playground,City of Boston, ,3,Mattapan,0.39,"120 Blue Hill Ave, Roxbury, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,17021.63232,592.290924, ,INFO_Reallocation From Dept,8423,592.290924,588,8423,0,6947,9607,17018,464,10071,40.82148314,56.45199201,59.17851686,2.726524856,588,8423,17018,6947,9607,0,0,0,0,464,16554,464,40.82148314,56.45199201,0,0,0,0,2.726524856,97.27347514,2.726524856,17021.63257,592.290924
588,8424,ELC Playlot,City of Boston, ,3,Roxbury,0.45,"88 Whittier St, Roxbury, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,19494.56421,562.6197323, ,INFO_Reallocation From Dept,8424,562.6197323,589,8424,1,7651,958,19493,10884,11842,39.24998717,4.914584723,60.75001283,55.8354281,589,8424,19493,7651,958,0,0,0,0,10884,8609,10884,39.24998717,4.914584723,0,0,0,0,55.8354281,44.1645719,55.8354281,19494.5647,562.6197323
589,8425,John Eliot Square Urban Wild,BNAN_TTOR,Land Trust,6,Roxbury,0.08,"80 Smith St, Roxbury, MA",Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,3308.23584,250.9064647, ,INFO_Reallocation From Dept,8425,250.9064648,590,8425,0,1852,1108,3307,319,1427,56.00241911,33.50468703,43.15089205,9.64620502,590,8425,3307,1852,1108,0,0,0,28,319,2960,347,56.00241911,33.50468703,0,0,0,0.846688842,9.64620502,89.50710614,10.49289386,3308.235596,250.9064648
590,8426,Savannah Woods I,City of Boston, ,6,Mattapan,3.2,"35 Savannah Ave, Mattapan, MA",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,139206.5408,3156.045937, ,INFO_Reallocation From Dept,8426,3156.045937,591,8426,0,137314,719,138787,615,1334,98.9386614,0.518060049,0.961185125,0.443125077,591,8426,138787,137314,719,0,0,0,139,615,138033,754,98.9386614,0.518060049,0,0,0,0.100153473,0.443125077,99.45672145,0.543278549,139206.5413,3156.045937
591,8427,Rutland's Haven Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.11,"76 Rutland St, Boston, MA",Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,5004.24707,334.6692159, ,INFO_Reallocation From Dept,8427,334.6692158,592,8427,0,2080,2333,5003,557,2890,41.57505497,46.63202079,57.7653408,11.13332001,592,8427,5003,2080,2333,0,0,0,33,557,4413,590,41.57505497,46.63202079,0,0,0,0.659604237,11.13332001,88.20707575,11.79292425,5004.247314,334.6692158
592,8428,Bessie Barnes Park,Community Group/Nonprofit,Land Trust,3,South End,0.1,"126 Harold St, Roxbury, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BNAN_TTOR, ,N, , , ,0,0,4398.552002,267.1824155, ,INFO_Reallocation From Dept,8428,267.1824155,593,8428,0,3841,165,4396,301,466,87.37488626,3.753412193,10.60054595,6.847133758,593,8428,4396,3841,165,0,0,48,41,301,4006,390,87.37488626,3.753412193,0,0,1.091901729,0.93266606,6.847133758,91.12829845,8.871701547,4398.552002,267.1824155
593,8429,Frederick Douglass Peace Garden,BRA,Land Trust,5,South End,0.11,"270 Warren St, Roxbury, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,4953.52417,353.7439238, ,PARK_Maintenance_Ground Maintenance,8429,353.7439238,594,8429,0,3425,994,4953,493,1487,69.15001009,20.06864527,30.02220876,9.953563497,594,8429,4953,3425,994,0,0,41,0,493,4419,534,69.15001009,20.06864527,0,0,0.827781143,0,9.953563497,89.21865536,10.78134464,4953.524902,353.7439238
594,8430,Brigham Circle Plaza,Private, ,1,Jamaica Plain,0.22,"1625 Tremont St, Roxbury, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,One Brigham Circle, ,0,0,9693.9375,404.2712119, ,INFO_Reallocation From Dept,8430,404.2712119,595,8430,0,0,522,9703,8663,9185,0,5.37977945,94.66144491,89.28166546,595,8430,9703,0,522,0,0,518,0,8663,522,9181,0,5.37977945,0,0,5.338555086,0,89.28166546,5.37977945,94.62022055,9693.936768,404.2712119
595,8431,Carter School Grounds,City of Boston, ,3,South End,0.49,"396 Northampton St, Roxbury, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,21284.50879,1052.440398, ,INFO_Reallocation From Dept,8431,1052.440398,596,8431,0,8754,11391,21286,478,11869,41.12562247,53.51404679,55.75965423,2.245607442,596,8431,21286,8754,11391,0,0,325,338,478,20145,1141,41.12562247,53.51404679,0,0,1.526825143,1.587898149,2.245607442,94.63966927,5.360330734,21284.50928,1052.440398
596,8432,Harrison Urban Garden,Private, ,5,South End,0.2,"665 Harrison Ave, Boston, MA",Residential District,Community Gardens,NULL,SELROSLT,N, , , ,0,0,8757.028809,576.0607933, ,PARK_Maintenance_Ground Maintenance,8432,576.0607933,597,8432,0,1805,2071,8771,3276,5347,20.57918139,23.61190286,60.962262,37.35035914,597,8432,8771,1805,2071,0,0,1619,0,3276,3876,4895,20.57918139,23.61190286,0,0,18.45855661,0,37.35035914,44.19108425,55.80891575,8757.028809,576.0607933
597,8433,Cedar-Juniper Natural Area,BNAN_TTOR,Land Trust,6,Roxbury,0.38,"12 Cedar Street, Boston, MA",Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, , ,0,0,16823.42676,524.4658134, ,INFO_Reallocation From Dept,8433,524.4658134,598,8433,0,15921,737,16820,2,739,94.65517241,4.381688466,4.393579073,0.011890606,598,8433,16820,15921,737,0,0,20,140,2,16658,162,94.65517241,4.381688466,0,0,0.118906064,0.832342449,0.011890606,99.03686088,0.96313912,16823.42725,524.4658134
598,8434,Madison Park Village CG,City of Boston, ,5,Roxbury,0.24,"32 Roxbury St, Roxbury, MA",Institutional District,Community Gardens,NULL, ,N, , , ,0,0,10336.84375,444.8288959, ,INFO_Reallocation From Dept,8434,444.828896,599,8434,0,2885,3804,10336,3485,7289,27.9121517,36.80340557,70.52051084,33.71710526,599,8434,10336,2885,3804,0,0,101,61,3485,6689,3647,27.9121517,36.80340557,0,0,0.977167183,0.590170279,33.71710526,64.71555728,35.28444272,10336.84375,444.828896
599,8435,Dartmouth Square,Private, ,1,South End,0.17,"150 Appleton Street, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,7361.631592,416.5892522, ,INFO_Reallocation From Dept,8435,416.5892522,600,8435,0,5340,1221,7362,545,1766,72.53463733,16.58516707,23.98804673,7.402879652,600,8435,7362,5340,1221,0,0,256,0,545,6561,801,72.53463733,16.58516707,0,0,3.477315947,0,7.402879652,89.1198044,10.8801956,7361.63208,416.5892522
600,8436,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.19,"230 Dartmouth Street, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8132.181641,435.7599665, ,INFO_Reallocation From Dept,8436,435.7599664,601,8436,0,0,4246,8131,2859,7105,0,52.21989915,87.38162588,35.16172672,601,8436,8131,0,4246,0,0,1026,0,2859,4246,3885,0,52.21989915,0,0,12.61837412,0,35.16172672,52.21989915,47.78010085,8132.181641,435.7599664
601,8437,Sharon's Park,City of Boston,A97,1,Dorchester,0.31,"835 Columbia Road, Boston, MA",Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,0,0,13717.68359,759.3546098, ,INFO_Reallocation From Dept,8437,759.3546098,602,8437,0,5215,6505,13717,1997,8502,38.01851717,47.42290588,61.98148283,14.55857695,602,8437,13717,5215,6505,0,0,0,0,1997,11720,1997,38.01851717,47.42290588,0,0,0,0,14.55857695,85.44142305,14.55857695,13717.68262,759.3546098
602,8438,Tent City Courtyards,BRA, ,1,South End,0.53,"130 Dartmouth St, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,22947.12402,1079.089106, ,INFO_Reallocation From Dept,8438,1079.089106,603,8438,0,16521,4497,22955,1622,6119,71.97124809,19.59050316,26.65650185,7.065998693,603,8438,22955,16521,4497,0,0,315,0,1622,21018,1937,71.97124809,19.59050316,0,0,1.372250054,0,7.065998693,91.56175125,8.438248748,22947.12451,1079.089106
603,8439,Washburn Street Green I,City of Boston,<Null>,1,South Boston,0.13,"8 Washburn St, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL,PWD,N,X,<Null>,PWD,0,0,5657.499268,535.6408928, ,INFO_Reallocation From Dept,8439,535.6408928,604,8439,0,4738,509,5670,423,932,83.56261023,8.97707231,16.43738977,7.46031746,604,8439,5670,4738,509,0,0,0,0,423,5247,423,83.56261023,8.97707231,0,0,0,0,7.46031746,92.53968254,7.46031746,5657.498779,535.6408928
604,8440,William S. Britton Square,City of Boston, ,1,Dorchester,0.03,"330 Ruggles St, Roxbury, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,1319.816162,162.5343689, ,INFO_Reallocation From Dept,8440,162.5343689,605,8440,0,522,174,1323,579,753,39.45578231,13.15192744,56.91609977,43.76417234,605,8440,1323,522,174,0,0,0,48,579,696,627,39.45578231,13.15192744,0,0,0,3.628117914,43.76417234,52.60770975,47.39229025,1319.816406,162.5343689
605,8441,Crawford Street Park,Community Group/Nonprofit,Land Trust,3,Roxbury,0.24748528,"59 Crawford Street, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,N, ,NULL,0,0,10780.44678,431.0639864, ,INFO_Reallocation From Dept,8441,431.0639864,606,8441,0,7590,3192,10782,0,3192,70.39510295,29.60489705,29.60489705,0,606,8441,10782,7590,3192,0,0,0,0,0,10782,0,70.39510295,29.60489705,0,0,0,0,0,100,0,10780.44678,431.0639864
606,8442,Valenti Square,Commonwealth of Massachusetts, ,1,Central Boston,0.09,"275 Northampton St, Roxbury, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5026.922363,324.2399883, ,INFO_Reallocation From Dept,8442,324.2399883,607,8442,0,0,0,5042,5042,5042,0,0,100,100,607,8442,5042,0,0,0,0,0,0,5042,0,5042,0,0,0,0,0,0,100,0,100,5026.921631,324.2399883
607,8443,Brooke Courthouse Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.24,"24 New Chardon Street, Boston, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,10653.06396,528.4905472, ,INFO_Reallocation From Dept,8443,528.4905473,608,8443,0,75,0,10645,10208,10208,0.70455613,0,95.89478628,95.89478628,608,8443,10645,75,0,0,0,362,0,10208,75,10570,0.70455613,0,0,0,3.400657586,0,95.89478628,0.70455613,99.29544387,10653.06543,528.4905473
608,8444,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,6.01,"113-119 Walk Hill St, Mattapan, MA",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,BCC,0,0,261960.1299,6424.429917, ,PARK_Maintenance_Ground Maintenance,8444,6424.429917,609,8444,0,258378,2397,261817,57,2454,98.68648713,0.915524966,0.937295898,0.021770932,609,8444,261817,258378,2397,0,0,13,972,57,260775,1042,98.68648713,0.915524966,0,0,0.0049653,0.371251676,0.021770932,99.60201209,0.397987908,261960.1299,6424.429917
609,8445,Fairlawn Green,Private, ,1,Mattapan,1.15,"77-89 Fairlawn Ave, Mattapan, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,49984.38794,2694.249649, ,INFO_Reallocation From Dept,8445,2694.249649,610,8445,0,29783,13607,49991,6337,19944,59.57672381,27.2188994,39.89518113,12.67628173,610,8445,49991,29783,13607,0,0,54,210,6337,43390,6601,59.57672381,27.2188994,0,0,0.108019444,0.420075614,12.67628173,86.79562321,13.20437679,49984.38867,2694.249649
610,8446,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52,"5125 Washington St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,22852.01685,762.397366,20,PARK_Maintenance_Region 4,8446,762.397366,611,8446,0,9804,6675,22852,6373,13048,42.90215298,29.20969718,57.09784702,27.88814983,611,8446,22852,9804,6675,0,0,0,0,6373,16479,6373,42.90215298,29.20969718,0,0,0,0,27.88814983,72.11185017,27.88814983,22852.01685,762.3973659
611,8447,Algonquin Square,City of Boston,A97,1,Dorchester,0.04,"350 Algonquin St, Dorchester, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, , ,0,0,1694.439941,215.7693279,3,INFO_Reallocation From Dept,8447,215.7693279,612,8447,0,220,1301,1696,0,1301,12.97169811,76.70990566,76.70990566,0,612,8447,1696,220,1301,0,0,0,175,0,1521,175,12.97169811,76.70990566,0,0,0,10.31839623,0,89.68160377,10.31839623,1694.439453,215.7693279
612,8448,Egleston Plaza I,City of Boston,A97,1,Roxbury,0.12,"3160 Washington St, Jamaica Plain, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,5319.014893,466.7194671,102,PARK_Maintenance_Region 3,8448,466.7194671,613,8448,0,3711,412,5323,1179,1591,69.71632538,7.739996243,29.88916025,22.14916401,613,8448,5323,3711,412,303,0,21,0,876,4426,897,69.71632538,7.739996243,5.69227879,0,0.394514372,0,16.45688522,83.14860041,16.85139959,5319.014893,466.7194671
613,8449,Egleston Plaza II,City of Boston, ,1,Roxbury,0.01,"3170 Washington St, Jamaica Plain, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,501.1384277,175.7859427, ,INFO_Reallocation From Dept,8449,175.7859427,614,8449,0,403,66,492,23,89,81.91056911,13.41463415,18.08943089,4.674796748,614,8449,492,403,66,0,0,0,0,23,469,23,81.91056911,13.41463415,0,0,0,0,4.674796748,95.32520325,4.674796748,501.1386719,175.7859427
614,8450,Hunt Playground II,City of Boston, ,3,Mattapan,0.15,"195 Dudley St, Roxbury, MA",Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,0,0,8118.843262,598.0708655, ,PARK_Maintenance_Ground Maintenance,8450,598.0708655,615,8450,0,5048,3004,8107,51,3055,62.26717651,37.05439743,37.68348341,0.629085975,615,8450,8107,5048,3004,0,0,0,4,51,8052,55,62.26717651,37.05439743,0,0,0,0.049340076,0.629085975,99.32157395,0.678426052,8118.843262,598.0708655
615,8451,Egleston Square Peace Garden,Private, ,5,Roxbury,0.12,"3057 Washington St, Jamaica Plain, MA",Commercial/Office/Business District,Community Gardens,NULL, ,N,X, , ,0,0,5095.736328,296.0331163, ,INFO_Reallocation From Dept,8451,296.0331162,616,8451,0,4103,760,5097,180,940,80.49833235,14.9107318,18.44222091,3.531489111,616,8451,5097,4103,760,0,0,54,0,180,4863,234,80.49833235,14.9107318,0,0,1.059446733,0,3.531489111,95.40906416,4.590935845,5095.735107,296.0331162
616,8452,Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.07,"35 Marcella St, Roxbury, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Golden Stairs, ,0,0,3304.829102,536.6731039, ,PARK_Maintenance_Ground Maintenance,8452,536.6731039,617,8452,0,265,481,3302,1155,1636,8.025439128,14.56692913,49.54572986,34.97880073,617,8452,3302,265,481,0,0,117,1284,1155,746,2556,8.025439128,14.56692913,0,0,3.543307087,38.88552392,34.97880073,22.59236826,77.40763174,3304.82959,536.6731039
617,8453,Foley Square,City of Boston,A97,1,Hyde Park,0.14,"300 Dudley St, Roxbury, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Robert M. Foley Square; Greenwood Squre,BPRD,0,0,6128.658936,304.6338975,138,INFO_Reallocation From Dept,8453,304.6338975,618,8453,0,1823,4182,6124,91,4273,29.76812541,68.2887002,69.77465709,1.485956891,618,8453,6124,1823,4182,0,0,0,28,91,6005,119,29.76812541,68.2887002,0,0,0,0.457217505,1.485956891,98.0568256,1.943174396,6128.658936,304.6338975
618,8454,Jones Square,City of Boston,A97,1,Hyde Park,0.04,"8 New Rutherford Ave, Charlestown, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,0,0,1875.799316,216.054283,340,PARK_Maintenance_Region 4,8454,216.0542831,619,8454,0,1055,612,1878,111,723,56.17678381,32.58785942,38.49840256,5.910543131,619,8454,1878,1055,612,0,0,0,100,111,1667,211,56.17678381,32.58785942,0,0,0,5.324813632,5.910543131,88.76464324,11.23535676,1875.798828,216.0542831
619,8455,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.01,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,43910.97192,2753.051194, ,INFO_Reallocation From Dept,8455,2753.051194,620,8455,12779,9760,3963,31127,17404,21367,31.35541491,12.73171202,68.64458509,55.91287307,620,8455,31127,9760,3963,0,0,0,0,17404,13723,17404,31.35541491,12.73171202,0,0,0,0,55.91287307,44.08712693,55.91287307,43910.97192,2753.051194
620,8456,Roslindale Wetlands Urban Wild I,City of Boston,A97/WPA,6,Roslindale,8.05,"43 Hazelmere Rd, Boston, MA",Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,350675.2302,5537.062778, ,PARK_Maintenance_Ground Maintenance,8456,5537.062778,621,8456,0,316163,33414,350668,52,33466,90.16020852,9.528670994,9.543499835,0.014828841,621,8456,350668,316163,33414,0,0,331,708,52,349577,1091,90.16020852,9.528670994,0,0,0.094391276,0.201900373,0.014828841,99.68887951,0.31112049,350675.2295,5537.062778
